year	amnh_amcc_tissue	sample_code	used_for_species_delimitation	host_family	host_genus	host_species	host_genus_species	host_weight	host_sex	site	site_lat	site_long	leuco_lin_1	leuco_lin_2	tissue_or_blood	leuco_morphotype
2017	252325	PRS4518		Turdidae	Catharus	minimus	Catharus_minimus	28.00	M	Denali1	63.32385	-148.23181	CATGUT02	CATMIN06	tissue	
2017	252328	PRS4519		Turdidae	Catharus	minimus	Catharus_minimus	27.50	M	Denali2	63.03881	-147.00372	CATMIN05	CATUST09	tissue	
2017	252329	PRS4520		Phylloscopidae	Phylloscopus	borealis	Phylloscopus_borealis	7.40	M	Denali2	63.03881	-147.00372	CATUST09	LAGLAG02	tissue	
2017	252334	PRS4521		Parulidae	Setophaga	striata	Setophaga_striata	11.00	M	Denali2	63.03881	-147.00372	CATUST14	CNEORN01	tissue	
2017	252336	PRS4522		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.30	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252339	PRS4523		Turdidae	Turdus	migratorius	Turdus_migratorius	66.00	M	Denali2	63.03881	-147.00372	COLBF28		tissue	
2017	252344	PRS4524		Fringillidae	Acanthis	flammea	Acanthis_flammea	12.00	M	Denali2	63.03881	-147.00372	ACAFLA03	cannot_parse	tissue	
2017	252345	PRS4525		Emberizidae	Spizella	arborea	Spizella_arborea	15.00	F	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252349	PRS4526		Phylloscopidae	Phylloscopus	borealis	Phylloscopus_borealis	11.00	F	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252351	PRS4527		Fringillidae	Acanthis	flammea	Acanthis_flammea	14.00	F	Denali2	63.03881	-147.00372			tissue	
2017	252353	PRS4528		Emberizidae	Spizella	arborea	Spizella_arborea	15.50	M	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252364	PRS4529		Parulidae	Setophaga	striata	Setophaga_striata	11.00	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252356	PRS4530		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	17.00	F	Denali2	63.03881	-147.00372	ACAFLA03	ZOLEU02	tissue	
2017	252360	PRS4531		Fringillidae	Acanthis	flammea	Acanthis_flammea	11.00	M	Denali2	63.03881	-147.00372	CB1	ROFI06	tissue	
2017	252362	PRS4532		Fringillidae	Acanthis	flammea	Acanthis_flammea	10.00	F	Denali2	63.03881	-147.00372	CB1	ROFI06	tissue	
2017	252365	PRS4533		Parulidae	Cardellina	pusilla	Cardellina_pusilla	8.00	M	Denali2	63.03881	-147.00372	CB1		tissue	
2017	252369	PRS4534		Turdidae	Catharus	minimus	Catharus_minimus	30.00	F	Denali2	63.03881	-147.00372	cannot_parse	cannot_parse	tissue	
2017	252470	PRS4535		Turdidae	Catharus	minimus	Catharus_minimus	27.50	M	Denali2	63.03881	-147.00372	CATMIN05	cannot_parse	tissue	
2017	252472	PRS4536		Phylloscopidae	Phylloscopus	borealis	Phylloscopus_borealis	8.20	M	Denali2	63.03881	-147.00372	PHYBOR02	cannot_parse	tissue	
2017	252474	PRS4537		Parulidae	Setophaga	striata	Setophaga_striata	12.00	M	Denali2	63.03881	-147.00372	CB1	cannot_parse	tissue	
2017	252480	PRS4539		Emberizidae	Spizella	arborea	Spizella_arborea	16.50	M	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252481	PRS4540		Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.50	M	Denali2	63.03881	-147.00372	CB1		tissue	
2017	252494	PRS4542		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.50	M	Denali2	63.03881	-147.00372	CARPUS02	CB1	tissue	
2017	252497	PRS4543	yes	Turdidae	Catharus	minimus	Catharus_minimus	28.00	M	Denali2	63.03881	-147.00372	CATGUT02		tissue	no_smear
2017	252502	PRS4544		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	18.00	M	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252507	PRS4545		Parulidae	Setophaga	striata	Setophaga_striata	12.50	M	Denali2	63.03881	-147.00372	ACAFLA03	CB1	tissue	
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
