year	amnh_amcc_tissue	sample_code	used_for_species_delimitation	host_family	host_genus	host_species	host_genus_species	host_weight	host_sex	site	site_lat	site_long	leuco_lin_1	leuco_lin_2	tissue_or_blood	leuco_morphotype
2017	252416	GFB3793		Emberizidae	Junco	hyemalis	Junco_hyemalis	16.00	M	Elliot1	65.28899	-149.29083	ACAFLA03	TUMIG12	tissue	
2017	252418	GFB3794		Turdidae	Catharus	ustulatus	Catharus_ustulatus	24.00	F	Elliot1	65.28899	-149.29083	CATMIN01	CATUST28	tissue	
2017	252421	GFB3795		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	12.50	M	Elliot1	65.28899	-149.29083	CATMIN02	CATUST09	tissue	
2017	252423	GFB3796		Parulidae	Oreothlypis	celata	Oreothlypis_celata	9.00	F	Elliot1	65.28899	-149.29083			tissue	
2017	252427	GFB3797	yes	Emberizidae	Junco	hyemalis	Junco_hyemalis	16.00	F	Elliot1	65.28899	-149.29083	PERCAN01		tissue	no_smear
2017	252430	GFB3798		Turdidae	Catharus	ustulatus	Catharus_ustulatus	25.50	F	Elliot1	65.28899	-149.29083	CATUST28		tissue	
2017	252432	GFB3799		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	13.00	M	Elliot1	65.28899	-149.29083	CATUST28		tissue	
2017	252434	GFB3800		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	11.00	F	Elliot1	65.28899	-149.29083			tissue	
2017	252437	GFB3801		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	12.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252438	GFB3802		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.20	M	Elliot1	65.28899	-149.29083			tissue	
2017	252441	GFB3803		Turdidae	Catharus	ustulatus	Catharus_ustulatus	25.50	F	Elliot1	65.28899	-149.29083	CATUST28	POEHUD01	tissue	
2017	252443	GFB3804		Emberizidae	Junco	hyemalis	Junco_hyemalis	16.50	M	Elliot1	65.28899	-149.29083	ACAFLA03	CB1	tissue	
2017	252445	GFB3805		Turdidae	Turdus	migratorius	Turdus_migratorius	70.00	F	Elliot1	65.28899	-149.29083	CATMIN05		tissue	
2017	252446	GFB3806		Fringillidae	Acanthis	flammea	Acanthis_flammea	12.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252448	GFB3807		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	25.50	M	Elliot1	65.28899	-149.29083			tissue	
2017	252450	GFB3808		Turdidae	Catharus	ustulatus	Catharus_ustulatus	27.50	F	Elliot1	65.28899	-149.29083	CATMIN05	CATUST09	tissue	
2017	252453	GFB3809		Emberizidae	Melospiza	lincolnii	Melospiza_lincolnii	14.50	M	Elliot1	65.28899	-149.29083	CATMIN05	CATUST09	tissue	
2017	252456	GFB3810		Emberizidae	Junco	hyemalis	Junco_hyemalis	17.50	F	Elliot1	65.28899	-149.29083			tissue	
2017	252459	GFB3811	yes	Turdidae	Catharus	ustulatus	Catharus_ustulatus	26.50	F	Elliot1	65.28899	-149.29083	CATUST28		tissue	no_smear
2017	252460	GFB3812		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	13.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252464	GFB3813		Parulidae	Oreothlypis	celata	Oreothlypis_celata	8.50	M	Elliot1	65.28899	-149.29083	CNEORN01		tissue	
2017	252466	GFB3814		Fringillidae	Acanthis	flammea	Acanthis_flammea	12.50	M	Denali1	63.32385	-148.23181	ACAFLA03	LOXLEU05	tissue	
2017	252270	GFB3815	yes	Turdidae	Catharus	minimus	Catharus_minimus	29.00	M	Denali1	63.32385	-148.23181	CATGUT02		tissue	no_smear
2017	252275	GFB3816		Turdidae	Turdus	migratorius	Turdus_migratorius	81.50	F	Denali1	63.32385	-148.23181	COLBF28	COLBF32	tissue	
2017	252278	GFB3817		Parulidae	Setophaga	coronata	Setophaga_coronata	11.00	M	Denali1	63.32385	-148.23181	CB1	COLBF21	tissue	
2017	252281	GFB3818		Parulidae	Setophaga	coronata	Setophaga_coronata	12.00	M	Denali1	63.32385	-148.23181	CB1		tissue	
2017	252282	GFB3819		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	23.50	M	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252284	GFB3820		Parulidae	Setophaga	coronata	Setophaga_coronata	13.50	M	Denali1	63.32385	-148.23181	CB1	CNEORN01	tissue	
2017	252286	GFB3821		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	24.00	M	Denali1	63.32385	-148.23181	ZOLEU02		tissue	
2017	252288	GFB3822		Fringillidae	Acanthis	flammea	Acanthis_flammea	13.00	M	Denali1	63.32385	-148.23181	ACAFLA03		tissue	
2017	252290	GFB3823		Parulidae	Setophaga	coronata	Setophaga_coronata	11.50	M	Denali1	63.32385	-148.23181	cannot_parse	cannot_parse	tissue	
2017	252291	GFB3824		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	26.00	M	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252296	GFB3825		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	9.80	M	Denali1	63.32385	-148.23181	CB1	ROFI06	tissue	
2017	252300	GFB3826		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	9.60	M	Denali1	63.32385	-148.23181	CB1	ROFI06	tissue	
2017	252302	GFB3827		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	9.80	M	Denali1	63.32385	-148.23181	CB1	CATUST14	tissue	
2017	252303	GFB3828		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	20.00	M	Denali1	63.32385	-148.23181	ZOLEU02		tissue	
2017	252307	GFB3829		Turdidae	Catharus	minimus	Catharus_minimus	31.00	F	Denali1	63.32385	-148.23181	CATMIN01		tissue	
2017	252308	GFB3830		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	71.50	F	Denali1	63.32385	-148.23181	PERCAN04		tissue	
2017	252310	GFB3831		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	75.50	F	Denali1	63.32385	-148.23181	PERCAN04		tissue	
2017	252311	GFB3832		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	26.00	M	Denali1	63.32385	-148.23181	ZOLEU02		tissue	
2017	252316	GFB3833		Parulidae	Setophaga	striata	Setophaga_striata	11.00	M	Denali1	63.32385	-148.23181	COLBF21	TUMIG12	tissue	
2017	252318	GFB3834		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	21.50	F	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252321	GFB3835		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	22.00	M	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252324	GFB3836		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	67.00	F	Denali1	63.32385	-148.23181	PERCAN04		tissue	
2017	252327	GFB3837		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	23.00	M	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252330	GFB3838		Parulidae	Setophaga	striata	Setophaga_striata	10.00	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252332	GFB3839		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.80	M	Denali2	63.03881	-147.00372	CB1		tissue	
2017	252333	GFB3840		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.90	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252338	GFB3841		Fringillidae	Acanthis	flammea	Acanthis_flammea	11.50	F	Denali2	63.03881	-147.00372	ACAFLA02	ACAFLA03	tissue	
2017	252341	GFB3842		Phylloscopidae	Phylloscopus	borealis	Phylloscopus_borealis	8.30	M	Denali2	63.03881	-147.00372			tissue	
2017	252342	GFB3843		Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.00	M	Denali2	63.03881	-147.00372	CNEORN01		tissue	
2017	252345	GFB3844		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.20	M	Denali2	63.03881	-147.00372	CNEORN01		tissue	
2017	252348	GFB3845		Turdidae	Turdus	migratorius	Turdus_migratorius	75.50	M	Denali2	63.03881	-147.00372	TUMIG11		tissue	
2017	252350	GFB3846		Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.00	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252352	GFB3847		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	21.00	F	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252354	GFB3848	yes	Parulidae	Cardellina	pusilla	Cardellina_pusilla	8.00	M	Denali2	63.03881	-147.00372	CARPUS01		tissue	no_smear
2017	252355	GFB3849		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.50	M	Denali2	63.03881	-147.00372	CB1		tissue	
2017	252357	GFB3850		Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.30	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252359	GFB3851		Parulidae	Setophaga	striata	Setophaga_striata	10.50	M	Denali2	63.03881	-147.00372	CATUST14	CNEORN01	tissue	
2017	252361	GFB3852		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	19.50	F	Denali2	63.03881	-147.00372	CNEORN01	PERCAN01	tissue	
2017	252368	GFB3853		Fringillidae	Acanthis	flammea	Acanthis_flammea	13.00	M	Denali2	63.03881	-147.00372	ACAFLA05	TRPIP2	tissue	
2017	252471	GFB3854		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	23.00	M	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252473	GFB3855	yes	Turdidae	Catharus	minimus	Catharus_minimus	27.00	M	Denali2	63.03881	-147.00372	CATGUT02		tissue	no_smear
2017	252476	GFB3856		Emberizidae	Passerella	iliaca	Passerella_iliaca	35.00	M	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252479	GFB3857		Emberizidae	Passerella	iliaca	Passerella_iliaca	32.00	F	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252483	GFB3858		Phylloscopidae	Phylloscopus	borealis	Phylloscopus_borealis	9.20	M	Denali2	63.03881	-147.00372	BT1	PHYBOR03	tissue	
2017	252484	GFB3859		Turdidae	Catharus	minimus	Catharus_minimus	29.00	F	Denali2	63.03881	-147.00372	CATGUT02	CATMIN01	tissue	
2017	252491	GFB3860		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.40	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252495	GFB3861		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.60	M	Denali2	63.03881	-147.00372	CB1	CATUST14	tissue	
2017	252498	GFB3862		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	18.00	M	Denali2	63.03881	-147.00372	ACAFLA03	ZOLEU02	tissue	
2017	252501	GFB3863		Turdidae	Catharus	minimus	Catharus_minimus	26.00	F	Denali2	63.03881	-147.00372	CATMIN05	CATUST09	tissue	
2017	252503	GFB3864		Parulidae	Setophaga	striata	Setophaga_striata	12.00	M	Denali2	63.03881	-147.00372	CB1	CNEORN01	tissue	
2017	252506	GFB3865		Emberizidae	Passerella	iliaca	Passerella_iliaca	37.00	M	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252372	JEL229		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	24.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252375	JEL230	yes	Parulidae	Setophaga	coronata	Setophaga_coronata	12.00	M	Elliot1	65.28899	-149.29083	PERCAN04		tissue	no_smear
2017	252379	JEL231		Emberizidae	Junco	hyemalis	Junco_hyemalis	16.25	M	Elliot1	65.28899	-149.29083	ACAFLA03	CB1	tissue	
2017	252383	JEL232	yes	Emberizidae	Junco	hyemalis	Junco_hyemalis	16.75	M	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252386	JEL233		Emberizidae	Junco	hyemalis	Junco_hyemalis	16.25	M	Elliot1	65.28899	-149.29083	CB1		tissue	
2017	252389	JEL234		Emberizidae	Junco	hyemalis	Junco_hyemalis	17.00	M	Elliot1	65.28899	-149.29083	JUNHYE05		tissue	
2017	252392	JEL235	yes	Parulidae	Oreothlypis	celata	Oreothlypis_celata	10.00	M	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252392	JEL236		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	15.50	M	Elliot1	65.28899	-149.29083			tissue	
2017	252405	JEL237		Emberizidae	Passerella	iliaca	Passerella_iliaca	33.00	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252410	JEL238		Emberizidae	Passerella	iliaca	Passerella_iliaca	27.75	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252413	JEL239		Turdidae	Catharus	ustulatus	Catharus_ustulatus	24.75	F	Elliot1	65.28899	-149.29083	CATMIN01	CATUST09	tissue	
2017	252417	JEL240		Turdidae	Turdus	migratorius	Turdus_migratorius	72.00	F	Elliot1	65.28899	-149.29083	TUMIG09		tissue	
2017	252420	JEL241		Emberizidae	Junco	hyemalis	Junco_hyemalis	17.00	F	Elliot1	65.28899	-149.29083	CB1		tissue	
2017	252429	JEL242	yes	Emberizidae	Junco	hyemalis	Junco_hyemalis	17.00	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	no_smear
2017	252424	JEL243		Emberizidae	Junco	hyemalis	Junco_hyemalis	20.00	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252435	JEL244	yes	Parulidae	Oreothlypis	celata	Oreothlypis_celata	8.25	M	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252436	JEL245	yes	Parulidae	Oreothlypis	celata	Oreothlypis_celata	7.50	M	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252440	JEL246		Emberizidae	Junco	hyemalis	Junco_hyemalis	16.25	M	Elliot1	65.28899	-149.29083			tissue	
2017	252442	JEL247		Emberizidae	Melospiza	lincolnii	Melospiza_lincolnii	14.75	M	Elliot1	65.28899	-149.29083			tissue	
2017	252447	JEL248		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	75.00		Elliot1	65.28899	-149.29083			tissue	
2017	252449	JEL249	yes	Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	77.50	F 	Elliot1	65.28899	-149.29083	PERCAN01		tissue	no_smear
2017	252451	JEL250		Emberizidae	Melospiza	lincolnii	Melospiza_lincolnii	13.25	M 	Elliot1	65.28899	-149.29083	ROFI06		tissue	
2017	252455	JEL251	yes	Turdidae	Catharus	minimus	Catharus_minimus	26.25	M	Elliot1	65.28899	-149.29083	CATUST09		tissue	no_smear
2017	252458	JEL252	yes	Turdidae	Catharus	ustulatus	Catharus_ustulatus	25.25	F	Elliot1	65.28899	-149.29083	CATMIN05		tissue	no_smear
2017	252272	JEL255		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	21.00	F	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252273	JEL256		Fringillidae	Acanthis	flammea	Acanthis_flammea	11.50	M	Denali1	63.32385	-148.23181	ACAFLA02	TRPIP2	tissue	
2017	252276	JEL257		Parulidae	Setophaga	coronata	Setophaga_coronata	12.00	F 	Denali1	63.32385	-148.23181	CB1		tissue	
2017	252280	JEL258		Turdidae	Turdus	migratorius	Turdus_migratorius	73.00	F	Denali1	63.32385	-148.23181	COLBF28		tissue	
2017	252285	JEL259		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	20.25	F	Denali1	63.32385	-148.23181	ZOLEU02		tissue	
2017	252289	JEL260		Parulidae	Cardellina	pusilla	Cardellina_pusilla	6.75	M	Denali1	63.32385	-148.23181	CB1	CNEORN01	tissue	
2017	252292	JEL261		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	28.25	F	Denali1	63.32385	-148.23181	TUMIG12	ZOLEU02	tissue	
2017	252297	JEL262		Parulidae	Setophaga	coronata	Setophaga_coronata	12.00	M	Denali1	63.32385	-148.23181	CNEORN01		tissue	
2017	252298	JEL263		Parulidae	Setophaga	coronata	Setophaga_coronata	12.50	M	Denali1	63.32385	-148.23181	CNEORN01		tissue	
2017	252299	JEL264		Parulidae	Setophaga	coronata	Setophaga_coronata	11.00	M	Denali1	63.32385	-148.23181	CB1	CNEORN01	tissue	
2017	252306	JEL265		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	20.50	M	Denali1	63.32385	-148.23181	ZOLEU02		tissue	
2017	252309	JEL266		Corvidae	Corvus	corax	Corvus_corax	1400.00	M	Denali1	63.32385	-148.23181	CB1		tissue	
2017	252312	JEL267		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	11.75	M	Denali1	63.32385	-148.23181	CB1		tissue	
2017	252313	JEL268		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	10.50	M	Denali1	63.32385	-148.23181	ACAFLA02	CB1	tissue	
2017	252315	JEL269	yes	Fringillidae	Acanthis	flammea	Acanthis_flammea	11.50	M	Denali1	63.32385	-148.23181	ACAFLA03		tissue	no_smear
2017	252320	JEL270		Parulidae	Setophaga	coronata	Setophaga_coronata	11.75	M	Denali1	63.32385	-148.23181	CATUST14		tissue	
2017	252322	JEL271		Turdidae	Catharus	minimus	Catharus_minimus	26.25	M	Denali1	63.32385	-148.23181	CATMIN01		tissue	
2017	252326	JEL272		Fringillidae	Acanthis	flammea	Acanthis_flammea	10.00	F	Denali1	63.32385	-148.23181			tissue	
2017	252335	JEL274		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	14.00	M	Denali2	63.03881	-147.00372	ZOLEU02		tissue	
2017	252337	JEL275		Parulidae	Setophaga	striata	Setophaga_striata	10.00	M	Denali2	63.03881	-147.00372	CNEORN01		tissue	
2017	252340	JEL276	yes	Fringillidae	Acanthis	flammea	Acanthis_flammea	10.75	M	Denali2	63.03881	-147.00372	ACAFLA03		tissue	no_smear
2017	252345	JEL277		Fringillidae	Acanthis	flammea	Acanthis_flammea	11.50	M	Denali2	63.03881	-147.00372	CB1	ROFI06	tissue	
2017	252346	JEL278		Emberizidae	Passerella	iliaca	Passerella_iliaca	30.50	M	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252363	JEL280		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	15.25	F 	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252366	JEL281		Parulidae	Cardellina	pusilla	Cardellina_pusilla	8.50	M	Denali2	63.03881	-147.00372			tissue	
2017	252490	JEL285		Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.50	M	Denali2	63.03881	-147.00372			tissue	
2017	252482	JEL286		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	16.50	M	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252485	JEL287		Emberizidae	Passerculus	sandwichensis	Passerculus_sandwichensis	19.75	M	Denali2	63.03881	-147.00372	CB1	ZOLEU02	tissue	
2017	252453	JEL288		Parulidae	Setophaga	striata	Setophaga_striata	9.00	M	Denali2	63.03881	-147.00372	COLBF21	TUMIG12	tissue	
2017	252496	JEL289	yes	Parulidae	Cardellina	pusilla	Cardellina_pusilla	7.00	M	Denali2	63.03881	-147.00372	CNEORN01		tissue	no_smear
2017	252499	JEL290		Turdidae	Catharus	minimus	Catharus_minimus	25.50	M	Denali2	63.03881	-147.00372	CATMIN05	CATUST09	tissue	
2017	252500	JEL291		Turdidae	Catharus	minimus	Catharus_minimus	31.00	M	Denali2	63.03881	-147.00372	CATGUT02	CATMIN04	tissue	
2017	252504	JEL292		Turdidae	Catharus	minimus	Catharus_minimus	27.00	F	Denali2	63.03881	-147.00372	CATGUT02	CATMIN01	tissue	
2017	252505	JEL293		Parulidae	Setophaga	striata	Setophaga_striata	11.00	M	Denali2	63.03881	-147.00372	CNEORN01	PERCAN01	tissue	
2017	252970	PRS4466		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	12.50	F	Elliot1	65.28899	-149.29083	ACAFLA03	ZOLEU02	tissue	
2017	252373	PRS4467		Parulidae	Setophaga	coronata	Setophaga_coronata	13.50	F	Elliot1	65.28899	-149.29083	CNEORN01	SETCOR02	tissue	
2017	252376	PRS4468	yes	Emberizidae	Junco	hyemalis	Junco_hyemalis	20.75	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	no_smear
2017	252378	PRS4469		Parulidae	Oreothlypis	celata	Oreothlypis_celata	9.50	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252382	PRS4470		Turdidae	Turdus	migratorius	Turdus_migratorius	77.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252385	PRS4471		Emberizidae	Melospiza	lincolnii	Melospiza_lincolnii	15.00	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252387	PRS4472	yes	Fringillidae	Acanthis	flammea	Acanthis_flammea	11.00	F	Elliot1	65.28899	-149.29083	ACAFLA03		tissue	no_smear
2017	252390	PRS4473		Tyrannidae	Empidonax	alnorum	Empidonax_alnorum	15.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252393	PRS4474		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	24.00	M	Elliot1	65.28899	-149.29083	CATUST14		tissue	
2017	252395	PRS4475		Emberizidae	Junco	hyemalis	Junco_hyemalis	18.50	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252396	PRS4476	yes	Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	20.50	F	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252397	PRS4477		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	22.50	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252399	PRS4478		Emberizidae	Junco	hyemalis	Junco_hyemalis	15.50	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252401	PRS4479		Turdidae	Turdus	migratorius	Turdus_migratorius	72.00	M	Elliot1	65.28899	-149.29083			tissue	
2017	252407	PRS4480		Tyrannidae	Empidonax	hammondii	Empidonax_hammondii	10.50	M	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252409	PRS4481		Regulidae	Regulus	calendula	Regulus_calendula	6.40	M	Elliot1	65.28899	-149.29083			tissue	
2017	252411	PRS4482	yes	Parulidae	Setophaga	coronata	Setophaga_coronata	12.50	M	Elliot1	65.28899	-149.29083	ACAFLA03		tissue	no_smear
2017	252414	PRS4483	yes	Emberizidae	Junco	hyemalis	Junco_hyemalis	15.50	M	Elliot1	65.28899	-149.29083	ACAFLA03		tissue	no_smear
2017	252415	PRS4484		Turdidae	Catharus	ustulatus	Catharus_ustulatus	25.05	M	Elliot1	65.28899	-149.29083	CATMIN02	CATUST09	tissue	
2017	252419	PRS4485		Fringillidae	Acanthis	flammea	Acanthis_flammea	12.50	F	Elliot1	65.28899	-149.29083	ACAFLA03	LOXLEU05	tissue	
2017	252422	PRS4486		Fringillidae	Loxia	leucoptera	Loxia_leucoptera	25.05	M	Elliot1	65.28899	-149.29083	ACAFLA03	LOXLEU05	tissue	
2017	252425	PRS4487		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	70.00	F	Elliot1	65.28899	-149.29083			tissue	
2017	252426	PRS4488		Regulidae	Regulus	calendula	Regulus_calendula	6.80	M	Elliot1	65.28899	-149.29083			tissue	
2017	252428	PRS4489		Turdidae	Catharus	ustulatus	Catharus_ustulatus	25.00	M	Elliot1	65.28899	-149.29083	CATMIN01	CATUST09	tissue	
2017	252431	PRS4490		Turdidae	Catharus	ustulatus	Catharus_ustulatus	24.50	M	Elliot1	65.28899	-149.29083	CATMIN05	CATUST09	tissue	
2017	252439	PRS4492		Turdidae	Catharus	ustulatus	Catharus_ustulatus	27.00	F	Elliot1	65.28899	-149.29083	CATMIN01	CATUST09	tissue	
2017	252444	PRS4493		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	10.00	F	Elliot1	65.28899	-149.29083	CATUST09		tissue	
2017	252452	PRS4494		Parulidae	Oreothlypis	celata	Oreothlypis_celata	7.80	M	Elliot1	65.28899	-149.29083	CNEORN01		tissue	
2017	252454	PRS4495		Regulidae	Regulus	calendula	Regulus_calendula	6.90	M	Elliot1	65.28899	-149.29083	ZOLEU02	cannot_parse	tissue	
2017	252457	PRS4496	yes	Parulidae	Oreothlypis	celata	Oreothlypis_celata	8.40	M	Elliot1	65.28899	-149.29083	CB1		tissue	no_smear
2017	252461	PRS4497	yes	Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	73.00	F	Elliot1	65.28899	-149.29083	PERCAN01		tissue	no_smear
2017	252462	PRS4498		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	23.00	F	Elliot1	65.28899	-149.29083	ZOLEU02		tissue	
2017	252463	PRS4499		Fringillidae	Loxia	leucoptera	Loxia_leucoptera	25.50	M	Elliot1	65.28899	-149.29083	ACAFLA02	ROFI06	tissue	
2017	252465	PRS4500		Paridae	Poecile	hudsonicus	Poecile_hudsonicus	11.00	F	Denali1	63.32385	-148.23181	CATUST14	CB1	tissue	
2017	252468	PRS4501		Turdidae	Turdus	migratorius	Turdus_migratorius	71.00	M	Denali1	63.32385	-148.23181	TUMIG11		tissue	
2017	252469	PRS4502	yes	Turdidae	Turdus	migratorius	Turdus_migratorius	70.00	M	Denali1	63.32385	-148.23181	TUMIG20		tissue	no_smear
2017	252274	PRS4503		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	70.00	F	Denali1	63.32385	-148.23181			tissue	
2017	252277	PRS4504		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	68.00	F	Denali1	63.32385	-148.23181	PERCAN04		tissue	
2017	252279	PRS4505		Parulidae	Setophaga	striata	Setophaga_striata	10.50	M	Denali1	63.32385	-148.23181	CB1	CNEORN01	tissue	
2017	252283	PRS4506		Parulidae	Setophaga	coronata	Setophaga_coronata	12.50	F	Denali1	63.32385	-148.23181	CNEORN01		tissue	
2017	252287	PRS4507		Emberizidae	Zonotrichia	leucophrys	Zonotrichia_leucophrys	22.00	M	Denali1	63.32385	-148.23181	CB1	ZOLEU02	tissue	
2017	252293	PRS4508	yes	Regulidae	Regulus	calendula	Regulus_calendula	7.40	M	Denali1	63.32385	-148.23181	CATUST14		tissue	no_smear
2017	252301	PRS4511		Turdidae	Catharus	minimus	Catharus_minimus	27.75	M	Denali1	63.32385	-148.23181	CATMIN05	CATUST09	tissue	
2017	252304	PRS4512	yes	Turdidae	Catharus	minimus	Catharus_minimus	28.00	M	Denali1	63.32385	-148.23181	CATUST09		tissue	no_smear
2017	252305	PRS4513		Turdidae	Catharus	minimus	Catharus_minimus	25.50	M	Denali1	63.32385	-148.23181	CATGUT02	CATMIN05	tissue	
2017	252314	PRS4514	yes	Bombycillidae	Bombycilla	garrulus	Bombycilla_garrulus	54.50	M	Denali1	63.32385	-148.23181	BOMGAR01		tissue	no_smear
2017	252317	PRS4515		Corvidae	Perisoreus	canadensis	Perisoreus_canadensis	79.00	M	Denali1	63.32385	-148.23181	PERCAN04		tissue	
2017	252319	PRS4516		Fringillidae	Loxia	leucoptera	Loxia_leucoptera	26.50	M	Denali1	63.32385	-148.23181	ROFI06	TRPIP2	tissue	
2017	252323	PRS4517	yes	Fringillidae	Acanthis	flammea	Acanthis_flammea	12.00	M	Denali1	63.32385	-148.23181	ACAFLA04		tissue	no_smear
